image_path,review,sentiment
dataset-images/negative/6598267609,"When I opened the sandwich, I was impressed, but not in a good way.",negative
dataset-images/negative/7190689514,Will not be back!,negative
dataset-images/positive/5107199871,There was a warm feeling with the service and I felt like their guest for a special treat.,positive
dataset-images/positive/6143924858,An extensive menu provides lots of options for breakfast.,positive
dataset-images/positive/2542788483,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",positive
dataset-images/negative/6017564120,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",negative
dataset-images/positive/5516180530,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,positive
dataset-images/positive/2746437403,"I got to enjoy the seafood salad, with a fabulous vinegrette.",positive
dataset-images/positive/7070131635,"The wontons were thin, not thick and chewy, almost melt in your mouth.",positive
dataset-images/positive/4847556130,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",positive
dataset-images/positive/4586835213,We were sat right on time and our server from the get go was FANTASTIC!,positive
dataset-images/negative/1708328383,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",negative
dataset-images/positive/4584826265,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",positive
dataset-images/negative/6295976804,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,negative
dataset-images/positive/4523578532,This is a GREAT place to eat!,positive
dataset-images/positive/12248897,The jalapeno bacon is soooo good.,positive
dataset-images/negative/5187490240,The service was poor and thats being nice.,negative
dataset-images/positive/2492125861,"Food was good, service was good, Prices were good.",positive
dataset-images/negative/6404701661,The place was not clean and the food oh so stale!,negative
dataset-images/negative/5827243438,"The chicken dishes are OK, the beef is like shoe leather.",negative
dataset-images/negative/4320245439,But the service was beyond bad.,negative
dataset-images/positive/7101878219,"I'm so happy to be here!!!""",positive
dataset-images/negative/513777618,Tasted like dirt.,negative
dataset-images/positive/2993310406,One of the few places in Phoenix that I would definately go back to again .,positive
dataset-images/positive/4566721219,The block was amazing.,positive
dataset-images/positive/5503932697,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",positive
dataset-images/positive/6540388897,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,positive
dataset-images/negative/372771222,My sashimi was poor quality being soggy and tasteless.,negative
dataset-images/positive/5492259080,Great time - family dinner on a Sunday night.,positive
dataset-images/negative/5461723025,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",negative
dataset-images/negative/6571615371,"What did bother me, was the slow service.",negative
dataset-images/positive/2170886126,The flair bartenders are absolutely amazing!,positive
dataset-images/negative/1346250885,Their frozen margaritas are WAY too sugary for my taste.,negative
dataset-images/positive/4063928156,These were so good we ordered them twice.,positive
dataset-images/negative/2242942025,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,negative
dataset-images/negative/4695418012,My girlfriend's veal was very bad.,negative
dataset-images/negative/369558534,"Unfortunately, it was not good.",negative
dataset-images/positive/5166410997,I had a pretty satifying experience.,positive
dataset-images/positive/406877443,Join the club and get awesome offers via email.,positive
dataset-images/positive/4844550341,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",positive
dataset-images/negative/2698356151,Bland and flavorless is a good way of describing the barely tepid meat.,negative
dataset-images/negative/2724194714,"The chains, which I'm no fan of, beat this place easily.",negative
dataset-images/positive/3714781542,The nachos are a MUST HAVE!,positive
dataset-images/negative/5288782764,We will not be coming back.,negative
dataset-images/positive/4919717760,"I don't have very many words to say about this place, but it does everything pretty well.",positive
dataset-images/positive/4018057324,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",positive
dataset-images/positive/1960945212,"Great atmosphere, friendly and fast service.",positive
dataset-images/positive/6149701745,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,positive
dataset-images/negative/5832852391,Once your food arrives it's meh.,negative
dataset-images/negative/320387091,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,negative
dataset-images/positive/5560407977,The classic Maine Lobster Roll was fantastic.,positive
dataset-images/negative/767280463,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",negative
dataset-images/positive/5559396742,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,positive
dataset-images/positive/3326842280,"The chips and salsa were really good, the salsa was very fresh.",positive
dataset-images/positive/2742711175,This place is great!!!!!!!!!!!!!!,positive
dataset-images/negative/5358881118,Mediocre food.,negative
dataset-images/positive/2399276372,Once you get inside you'll be impressed with the place.,positive
dataset-images/negative/5170722008,I'm super pissd.,negative
dataset-images/positive/4885784941,And service was super friendly.,positive
dataset-images/negative/4154113450,Why are these sad little vegetables so overcooked?,negative
dataset-images/positive/2340766479,This place was such a nice surprise!,positive
dataset-images/positive/5966581707,They were golden-crispy and delicious.,positive
dataset-images/negative/2687270077,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",negative
dataset-images/positive/4000471023,I could eat their bruschetta all day it is devine.,positive
dataset-images/negative/6649039829,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,negative
dataset-images/positive/7019153243,"Lastly, the mozzarella sticks, they were the best thing we ordered.",positive
dataset-images/positive/4899424890,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",positive
dataset-images/negative/3186150709,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,negative
dataset-images/negative/5049617053,The service was terrible though.,negative
dataset-images/negative/1765865119,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",negative
dataset-images/negative/2211386350,It was packed!!,negative
dataset-images/positive/3430109474,I love this place.,positive
dataset-images/positive/5157997841,I can say that the desserts were yummy.,positive
dataset-images/negative/4974782971,The food was terrible.,negative
dataset-images/positive/514376334,The seasonal fruit was fresh white peach puree.,positive
dataset-images/negative/3644127782,It kept getting worse and worse so now I'm officially done.,negative
dataset-images/negative/4953924873,This place should honestly be blown up.,negative
dataset-images/negative/5245635523,But I definitely would not eat here again.,negative
dataset-images/negative/6042450870,Do not waste your money here!,negative
dataset-images/positive/3186146317,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,positive
dataset-images/positive/1439443975,The crêpe was delicate and thin and moist.,positive
dataset-images/negative/296077266,Awful service.,negative
dataset-images/negative/5533570594,Won't ever go here again.,negative
dataset-images/negative/6255425399,Food quality has been horrible.,negative
dataset-images/negative/5232423707,For that price I can think of a few place I would have much rather gone.,negative
dataset-images/negative/4218144087,The service here is fair at best.,negative
dataset-images/negative/3589106509,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",negative
dataset-images/negative/4015301791,Do yourself a favor and stay away from this dish.,negative
dataset-images/negative/3271880409,Very poor service.,negative
dataset-images/negative/3197453018,No one at the table thought the food was above average or worth the wait that we had for it.,negative
dataset-images/positive/5499129731,"Best service and food ever, Maria our server was so good and friendly she made our day.",positive
dataset-images/positive/243160575,They were excellent.,positive
dataset-images/negative/445473748,I paid the bill but did not tip because I felt the server did a terrible job.,negative
dataset-images/positive/5142593266,Just had lunch here and had a great experience.,positive
dataset-images/negative/4815149331,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,negative
dataset-images/negative/6049743687,Food is way overpriced and portions are fucking small.,negative
dataset-images/positive/5017990570,I recently tried Caballero's and I have been back every week since!,positive
dataset-images/negative/1864486659,"for 40 bucks a head, i really expect better food.",negative
dataset-images/positive/3870396113,The food came out at a good pace.,positive
dataset-images/positive/263185197,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",positive
dataset-images/negative/3964779043,I won't be back.,negative
dataset-images/negative/3376032928,We could not believe how dirty the oysters were!,negative
dataset-images/negative/6978249261,This place deserves no stars.,negative
dataset-images/negative/5323507560,I would not recommend this place.,negative
dataset-images/positive/5166652295,"In fact I'm going to round up to 4 stars, just because she was so awesome.",positive
dataset-images/negative/5274050419,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",negative
dataset-images/negative/944318814,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",negative
dataset-images/positive/3704746327,the potatoes were great and so was the biscuit.,positive
dataset-images/negative/6725399779,I probably would not go here again.,negative
dataset-images/positive/5084286336,So flavorful and has just the perfect amount of heat.,positive
dataset-images/positive/5862743887,The price is reasonable and the service is great.,positive
dataset-images/negative/48478520,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",negative
dataset-images/negative/4106953890,My fella got the huevos rancheros and they didn't look too appealing.,negative
dataset-images/positive/5091894054,"Went in for happy hour, great list of wines.",positive
dataset-images/positive/3568776132,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,positive
dataset-images/negative/6182519396,I probably won't be coming back here.,negative
dataset-images/negative/7040125029,Worst food/service I've had in a while.,negative
dataset-images/positive/4777931759,"This place is pretty good, nice little vibe in the restaurant.",positive
dataset-images/positive/3208978112,Talk about great customer service of course we will be back.,positive
dataset-images/negative/2961993877,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",negative
dataset-images/positive/5723200008,I love their fries and their beans.,positive
dataset-images/positive/5418120941,Always a pleasure dealing with him.,positive
dataset-images/positive/5903036010,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",positive
dataset-images/positive/5007310442,This place is awesome if you want something light and healthy during the summer.,positive
dataset-images/positive/7128933393,"For sushi on the Strip, this is the place to go.",positive
dataset-images/positive/4642838576,"The service was great, even the manager came and helped with our table.",positive
dataset-images/negative/3765304257,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,negative
dataset-images/negative/6914879363,"I started this review with two stars, but I'm editing it to give it only one.",negative
dataset-images/negative/4570340300,this is the worst sushi i have ever eat besides Costco's.,negative
dataset-images/positive/414579931,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",positive
dataset-images/positive/216567896,My boyfriend and i sat at the bar and had a completely delightful experience.,positive
dataset-images/negative/2169422839,Weird vibe from owners.,negative
dataset-images/negative/3511340420,There was hardly any meat.,negative
dataset-images/negative/4372627598,I've had better bagels from the grocery store.,negative
dataset-images/positive/1551373181,Go To Place for Gyros.,positive
dataset-images/positive/2400890227,"I love the owner/chef, his one authentic Japanese cool dude!",positive
dataset-images/negative/4439562702,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",negative
dataset-images/negative/1741705155,I found a six inch long piece of wire in my salsa.,negative
dataset-images/negative/5548959052,"The service was terrible, food was mediocre.",negative
dataset-images/positive/6107640005,We definately enjoyed ourselves.,positive
dataset-images/negative/2544570364,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,negative
dataset-images/negative/788796869,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",negative
dataset-images/negative/59713225,I had about two bites and refused to eat anymore.,negative
dataset-images/negative/5330430504,The service was extremely slow.,negative
dataset-images/negative/5229697259,"After 20 minutes wait, I got a table.",negative
dataset-images/positive/4214365070,Seriously killer hot chai latte.,positive
dataset-images/negative/6793370925,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",negative
dataset-images/positive/3290205102,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,positive
dataset-images/positive/3659484240,Their rotating beers on tap is also a highlight of this place.,positive
dataset-images/negative/6177645101,Pricing is a bit of a concern at Mellow Mushroom.,negative
dataset-images/negative/415259039,Worst Thai ever.,negative
dataset-images/positive/5067954722,If you stay in Vegas you must get breakfast here at least once.,positive
dataset-images/positive/5570200992,I want to first say our server was great and we had perfect service.,positive
dataset-images/positive/4798168692,The pizza selections are good.,positive
dataset-images/positive/5637383777,"I had strawberry tea, which was good.",positive
dataset-images/negative/6073073087,Highly unprofessional and rude to a loyal patron!,negative
dataset-images/positive/5525550273,"Overall, a great experience.",positive
dataset-images/negative/3869564829,Spend your money elsewhere.,negative
dataset-images/positive/2773511335,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,positive
dataset-images/negative/5171717824,The Buffet at Bellagio was far from what I anticipated.,negative
dataset-images/negative/5628368505,"And the drinks are WEAK, people!",negative
dataset-images/negative/2220965682,-My order was not correct.,negative
dataset-images/negative/5778540695,"Also, I feel like the chips are bought, not made in house.",negative
dataset-images/negative/449815752,After the disappointing dinner we went elsewhere for dessert.,negative
dataset-images/positive/3370612472,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,positive
dataset-images/negative/4538087251,We won't be returning.,negative
dataset-images/positive/7199043214,This is my new fav Vegas buffet spot.,positive
dataset-images/negative/406198042,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,negative
dataset-images/negative/5053091528,"Very, very sad.",negative
dataset-images/negative/2790205782,"i felt insulted and disrespected, how could you talk and judge another human being like that?",negative
dataset-images/negative/2384155709,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",negative
dataset-images/negative/5411926351,I'm not impressed with the concept or the food.,negative
dataset-images/negative/4810964747,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,negative
dataset-images/negative/5357892974,"There is really nothing for me at postinos, hope your experience is better",negative
dataset-images/negative/5077678810,I got food poisoning here at the buffet.,negative
dataset-images/negative/4395395367,They brought a fresh batch of fries and I was thinking yay something warm but no!,negative
dataset-images/negative/5859235402,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",negative
dataset-images/negative/5089152989,"Needless to say, I won't be going back anytime soon.",negative
dataset-images/negative/6323219590,This place is disgusting!,negative
dataset-images/positive/3856204418,"Every time I eat here, I see caring teamwork to a professional degree.",positive
dataset-images/negative/6300565099,The RI style calamari was a joke.,negative
dataset-images/negative/5639821885,"However, there was so much garlic in the fondue, it was barely edible.",negative
dataset-images/negative/5714874534,"I could barely stomach the meal, but didn't complain because it was a business lunch.",negative
dataset-images/negative/4287117688,"It was so bad, I had lost the heart to finish it.",negative
dataset-images/negative/4302884599,It also took her forever to bring us the check when we asked for it.,negative
dataset-images/negative/3133497549,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,negative
dataset-images/negative/4381318760,Disappointing experience.,negative
dataset-images/negative/2543178060,"The food is about on par with Denny's, which is to say, not good at all.",negative
dataset-images/negative/3609583532,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",negative
dataset-images/negative/343101001,WAAAAAAyyyyyyyyyy over rated is all I am saying.,negative
dataset-images/negative/3276237738,We won't be going back.,negative
dataset-images/negative/2760776007,The place was fairly clean but the food simply wasn't worth it.,negative
dataset-images/negative/4141822170,This place lacked style!!,negative
dataset-images/negative/3013739164,"The sangria was about half of a glass wine full and was $12, ridiculous.",negative
dataset-images/negative/137335614,Don't bother coming here.,negative
dataset-images/negative/3244013171,"The meat was pretty dry, I had the sliced brisket and pulled pork.",negative
dataset-images/negative/4333786126,"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",negative
dataset-images/negative/2962224347,It was equally awful.,negative
dataset-images/negative/6102193040,Probably not in a hurry to go back.,negative
dataset-images/negative/6863634923,very slow at seating even with reservation.,negative
dataset-images/negative/2685846543,Not good by any stretch of the imagination.,negative
dataset-images/negative/5935295413,The cashew cream sauce was bland and the vegetables were undercooked.,negative
dataset-images/negative/5779641553,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",negative
dataset-images/negative/2901195376,"It was a bit too sweet, not really spicy enough, and lacked flavor.",negative
dataset-images/negative/4813168525,I was VERY disappointed!!,negative
dataset-images/negative/7130162577,This place is horrible and way overpriced.,negative
dataset-images/negative/3284616841,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",negative
dataset-images/negative/296764505,It wasn't busy at all and now we know why.,negative
dataset-images/negative/4276235472,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,negative
dataset-images/negative/3495410015,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",negative
dataset-images/negative/4374419659,Con: spotty service.,negative
dataset-images/negative/4551697556,"The fries were not hot, and neither was my burger.",negative
dataset-images/negative/228817640,But then they came back cold.,negative
dataset-images/negative/5816211086,"Then our food came out, disappointment ensued.",negative
dataset-images/negative/2820871661,The real disappointment was our waiter.,negative
dataset-images/negative/5988377775,My husband said she was very rude... did not even apologize for the bad food or anything.,negative
dataset-images/negative/4930055541,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,negative
dataset-images/negative/6913571881,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",negative
dataset-images/negative/5698381264,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,negative
dataset-images/negative/2342199842,She was quite disappointed although some blame needs to be placed at her door.,negative
dataset-images/negative/5643503683,After all the rave reviews I couldn't wait to eat here......what a disappointment!,negative
dataset-images/negative/2705208039,Del Taco is pretty nasty and should be avoided if possible.,negative
dataset-images/negative/387178673,It's NOT hard to make a decent hamburger.,negative
dataset-images/negative/5704672258,But I don't like it.,negative
dataset-images/negative/4902411725,Hell no will I go back,negative
dataset-images/negative/6796660029,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,negative
dataset-images/negative/4265157802,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",negative
dataset-images/negative/1817397585,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,negative
dataset-images/negative/6925058600,The ambiance isn't much better.,negative
dataset-images/negative/3061694708,"Unfortunately, it only set us up for disapppointment with our entrees.",negative
dataset-images/negative/6303353546,The food wasn't good.,negative
dataset-images/negative/3112032306,"Your servers suck, wait, correction, our server Heimer sucked.",negative
dataset-images/negative/278883294,What happened next was pretty....off putting.,negative
dataset-images/negative/5972767992,"too bad cause I know it's family owned, I really wanted to like this place.",negative
dataset-images/negative/3702028735,Overpriced for what you are getting.,negative
dataset-images/negative/5863709213,I vomited in the bathroom mid lunch.,negative
dataset-images/negative/4650605857,"I kept looking at the time and it had soon become 35 minutes, yet still no food.",negative
dataset-images/negative/5861083436,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",negative
dataset-images/negative/4953358907,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,negative
dataset-images/negative/4657149960,Food was below average.,negative
dataset-images/negative/5705527309,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,negative
dataset-images/negative/7129655865,"All in all, Ha Long Bay was a bit of a flop.",negative
dataset-images/negative/40723979,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,negative
dataset-images/negative/5798980483,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,negative
dataset-images/negative/4020803748,"It lacked flavor, seemed undercooked, and dry.",negative
dataset-images/negative/494207032,It really is impressive that the place hasn't closed down.,negative
dataset-images/negative/6156938918,I would avoid this place if you are staying in the Mirage.,negative
dataset-images/negative/3159969452,The refried beans that came with my meal were dried out and crusty and the food was bland.,negative
dataset-images/negative/6180159016,Spend your money and time some place else.,negative
dataset-images/negative/4367213556,A lady at the table next to us found a live green caterpillar In her salad.,negative
dataset-images/negative/5519096748,the presentation of the food was awful.,negative
dataset-images/negative/3754738375,I can't tell you how disappointed I was.,negative
dataset-images/negative/6843697226,I think food should have flavor and texture and both were lacking.,negative
dataset-images/negative/4700140050,Appetite instantly gone.,negative
dataset-images/negative/7102029237,Overall I was not impressed and would not go back.,negative
dataset-images/negative/548217878,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",negative
dataset-images/negative/2945022378,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",negative
